"","X","id","c000","ca01","ca02","ca03","ce01","ce02","ce03","cns01","cns02","cns03","cns04","cns05","cns06","cns07","cns08","cns09","cns10","cns11","cns12","cns13","cns14","cns15","cns16","cns17","cns18","cns19","cns20","cr01","cr02","cr03","cr04","cr05","cr07","ct01","ct02","cd01","cd02","cd03","cd04","cg01","cg02"
"20861",20861,360810667012002,66.20703125,7,42,17,11,18,37,1,0,0,8,4,5,3,2,2,6,2,7,0,3,5,10,0,1,3,4,57,2,0,7,0,0,63,3,4,10,17,28,34,32
"20862",20862,360810667012003,85.06640625,10,48,27,20,17,48,0,0,0,5,1,4,8,4,3,6,5,8,1,7,9,9,5,3,1,6,65,1,8,5,1,5,66,19,9,9,22,35,42,43
"20863",20863,360810667012004,90.4765625,16,49,28,16,31,46,0,0,0,4,5,0,11,4,3,9,6,5,2,2,10,13,1,10,4,4,92,0,0,0,0,1,84,9,5,25,19,28,50,43
"20864",20864,360810667012005,204.66796875,44,119,42,44,60,101,0,0,1,19,10,5,28,13,2,8,3,14,4,9,26,29,4,19,5,6,187,4,0,12,0,2,169,36,23,28,47,63,106,99
"20865",20865,360810669001000,63.40625,12,34,16,17,13,32,0,0,0,1,3,1,6,3,4,2,2,5,2,7,9,6,1,4,1,5,51,3,0,8,0,0,51,11,5,9,12,24,29,33
"20866",20866,360810669001001,33.7734375,6,22,7,4,12,19,0,0,0,6,0,3,4,3,0,4,5,3,0,0,4,1,0,1,0,1,32,0,0,1,1,1,30,5,0,3,13,13,22,13
"20867",20867,360810669001002,49.83984375,13,24,10,10,19,18,0,0,0,3,1,4,3,2,3,2,1,2,0,2,7,6,5,1,2,3,35,9,0,3,0,0,41,6,3,7,9,15,21,26
"20868",20868,360810669001003,42.99609375,9,28,10,5,14,28,0,0,0,3,1,0,3,2,3,5,3,2,1,0,3,5,3,8,3,2,28,2,0,14,0,3,39,8,2,4,11,21,23,24
"20869",20869,360810669001004,140.15234375,23,88,26,21,36,80,0,0,2,6,5,6,13,6,8,15,5,9,1,2,14,20,1,7,5,12,117,9,2,6,1,2,125,12,11,18,24,61,76,61
"20870",20870,360810669001006,37.984375,12,16,9,10,11,16,0,0,0,2,2,0,3,1,2,2,0,5,0,4,4,2,0,4,1,5,31,1,1,4,0,0,32,5,0,3,7,15,19,18
"20871",20871,360810669002000,70.6640625,11,43,17,17,17,37,0,0,1,7,1,1,4,1,2,6,5,4,1,4,8,9,5,4,6,2,62,3,0,4,2,0,55,16,5,17,18,20,33,38
"20872",20872,360810669002001,71.5703125,10,41,20,18,19,34,0,0,0,9,6,2,7,1,3,7,0,7,1,1,5,9,0,7,3,3,65,1,0,3,0,2,56,15,9,12,18,22,36,35
"20873",20873,360810669002002,73.9609375,12,44,12,10,18,40,0,0,0,2,3,1,5,4,2,8,1,6,2,0,6,14,3,5,3,3,53,10,0,4,0,1,61,7,7,11,16,22,32,36
"20874",20874,360810669002003,120.51171875,22,66,33,23,27,71,0,0,2,13,9,6,7,1,4,5,0,11,2,6,16,20,2,8,5,4,121,0,0,0,0,0,118,3,10,20,27,42,65,56
"20875",20875,360810669002004,70.15625,15,40,15,17,15,38,0,0,1,3,3,3,8,3,3,4,1,1,2,4,6,12,2,5,1,8,50,2,4,14,0,0,54,16,9,6,17,23,35,35
"20876",20876,360810671001000,17.671875,1,11,6,1,8,9,0,0,0,0,0,1,3,1,1,1,0,0,1,0,2,3,0,2,0,3,13,1,0,4,0,0,17,1,2,6,2,7,8,10
"20877",20877,360810671001001,33.90234375,5,18,8,6,6,19,0,0,0,1,2,3,3,0,4,4,0,2,1,3,1,5,0,1,0,1,24,0,0,7,0,0,26,5,2,4,13,7,18,13
"20878",20878,360810671001002,50.28125,6,27,18,7,14,30,0,0,0,4,0,3,3,2,5,4,1,4,0,4,5,9,0,2,3,2,37,1,0,13,0,0,48,3,3,5,14,23,25,26
"20879",20879,360810671001003,81.23046875,16,37,28,12,21,48,0,0,0,6,2,5,5,2,3,9,0,9,1,1,9,12,2,3,4,8,72,3,0,5,0,1,79,2,2,13,21,29,31,50
"20880",20880,360810671001004,114.21484375,24,64,31,16,26,77,0,0,0,9,1,5,9,4,2,8,3,15,2,6,11,22,0,6,5,11,88,0,0,29,0,2,107,12,1,18,24,52,62,57
"20881",20881,360810671001005,91.26171875,16,57,19,20,16,56,0,0,0,3,3,1,9,3,3,14,1,4,1,4,14,11,3,5,1,12,72,2,0,18,0,0,87,5,5,9,26,36,44,48
"20882",20882,360810671001006,101.92578125,11,57,32,11,19,70,0,0,1,3,3,2,10,2,3,8,5,3,1,3,13,18,2,5,7,11,75,6,0,15,1,3,81,19,9,16,22,42,49,51
"20883",20883,360810671002000,91.43359375,17,48,27,8,23,61,0,0,0,5,2,2,4,4,5,6,5,10,0,4,9,16,2,8,4,6,58,1,0,31,1,1,85,7,6,12,18,39,47,45
"20884",20884,360810671002001,45.01171875,7,22,18,7,11,29,0,0,1,3,0,0,1,1,1,6,1,5,0,1,7,8,2,6,0,4,38,0,0,9,0,0,41,6,3,9,12,16,24,23
"20885",20885,360810671002002,23.875,4,18,5,2,6,19,0,0,0,0,0,1,0,1,2,4,0,2,0,2,4,5,0,2,3,1,18,0,0,9,0,0,22,5,1,10,3,9,12,15
"20886",20886,360810671002003,24.77734375,6,10,8,2,5,17,0,0,0,0,0,1,1,1,3,2,0,1,1,1,3,1,0,3,3,3,20,1,1,1,1,0,21,3,0,5,6,7,13,11
"20887",20887,360810671002004,5.1015625,2,4,1,1,0,6,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,7,0,0,0,0,0,5,2,2,0,1,2,4,3
"20888",20888,360810671002005,74.84765625,15,45,12,17,15,40,0,0,3,2,6,1,12,3,1,5,1,4,0,1,11,10,2,5,1,4,52,10,0,9,1,0,55,17,7,11,14,25,40,32
"20889",20889,360810671002006,78.87109375,11,45,21,10,12,55,0,0,0,4,2,2,4,2,2,6,6,5,0,4,9,13,2,6,3,7,63,3,0,10,1,0,72,5,7,8,13,38,49,28
"20890",20890,360810671002009,241.9375,60,132,50,67,68,107,1,0,1,17,13,14,34,7,8,7,4,18,3,14,20,39,4,25,6,7,195,16,1,27,0,3,211,31,20,42,45,75,116,126
"20891",20891,360810677001000,77.453125,15,45,19,12,19,48,0,0,1,3,4,2,9,2,0,8,1,4,2,3,10,10,1,5,2,12,51,16,0,8,0,4,70,9,6,12,17,29,37,42
"20892",20892,360810677001001,69.54296875,11,34,24,12,19,38,0,0,0,4,3,3,9,2,1,4,5,4,1,3,12,8,1,5,0,4,48,2,0,18,0,1,61,8,7,8,19,24,31,38
"20893",20893,360810677001002,35.23828125,3,20,14,2,8,27,1,0,0,7,0,1,4,0,2,1,0,2,0,1,6,7,0,1,3,1,34,0,0,2,0,1,36,1,0,5,16,13,18,19
"20894",20894,360810677001003,35.48046875,5,22,7,7,7,20,0,0,0,1,1,4,5,3,4,1,1,0,0,0,3,5,0,0,0,6,31,1,0,1,0,1,33,1,0,5,10,14,20,14
"20895",20895,360810677001004,48.33984375,11,19,18,11,11,26,0,0,0,2,1,2,2,3,1,4,3,1,5,1,5,6,1,2,1,8,34,13,0,1,0,0,46,2,2,9,7,19,26,22
"20896",20896,360810677001005,36.12109375,9,26,7,4,5,33,0,0,0,2,0,1,1,0,1,5,1,6,2,2,3,3,2,6,2,5,37,1,0,2,0,2,32,10,6,6,7,14,24,18
"20897",20897,360810677001006,37.8203125,4,24,12,3,5,32,0,0,0,4,0,2,4,0,2,4,2,5,0,0,6,6,0,0,1,4,39,0,0,1,0,0,40,0,0,6,10,20,26,14
"20898",20898,360810677001007,15.546875,5,9,3,2,10,5,0,0,0,0,0,3,4,0,0,2,1,1,0,1,2,3,0,0,0,0,17,0,0,0,0,0,15,2,0,2,5,5,10,7
"20899",20899,360810677002000,37.359375,4,26,10,7,6,27,0,0,1,1,1,0,3,0,2,2,0,4,0,2,12,6,1,1,0,4,39,0,0,1,0,0,38,2,1,6,8,21,17,23
"20900",20900,360810677002001,46.9375,6,26,14,9,3,34,0,0,1,6,1,0,2,1,0,2,3,5,1,2,7,6,0,1,5,3,38,0,1,5,0,2,37,9,6,7,5,22,27,19
"20901",20901,360810677002002,27.26953125,3,16,9,1,8,19,0,0,0,2,0,1,2,0,2,3,3,3,0,0,4,5,1,1,1,0,26,0,0,2,0,0,25,3,0,5,8,12,13,15
"20902",20902,360810677002003,40.69140625,4,30,9,12,7,24,0,0,0,4,2,0,2,1,0,5,1,2,0,3,5,6,1,4,4,3,43,0,0,0,0,0,32,11,4,9,12,14,21,22
"20903",20903,360810677002004,90.4453125,13,56,22,12,23,56,0,0,0,7,3,3,6,1,3,10,3,8,2,4,17,12,2,5,1,4,78,4,0,6,0,3,76,15,6,17,24,31,38,53
"20904",20904,360810677002005,3.3515625,0,2,2,1,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,3,1,1,1,0,2,2,2
"20905",20905,360810677002006,69.484375,16,36,15,10,22,35,0,0,2,4,3,2,7,2,3,7,1,5,0,4,6,9,0,5,5,2,58,2,0,5,0,2,57,10,6,12,13,20,35,32
"20906",20906,360810677002007,61.2109375,9,39,7,9,10,36,0,0,0,4,0,4,1,7,2,4,2,3,2,3,5,6,2,0,2,8,51,0,0,1,0,3,33,22,6,9,15,16,32,23
"20907",20907,360810677002008,127.65234375,23,58,46,22,43,62,1,0,2,15,10,6,17,1,1,8,3,12,3,6,10,17,2,4,6,3,124,0,0,0,0,3,127,0,6,23,33,42,68,59
"20908",20908,360810679001000,0.6328125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"20909",20909,360810679001001,41.8046875,2,27,12,7,12,22,0,0,0,2,1,2,3,1,0,2,1,5,0,2,1,9,1,5,3,3,15,1,0,25,0,0,36,5,6,6,6,21,17,24
"20910",20910,360810679001002,64.1484375,9,37,19,13,18,34,0,0,0,6,2,2,8,1,2,4,0,6,0,7,5,9,1,6,2,4,52,4,0,8,0,1,54,11,6,10,16,24,30,35
"20911",20911,360810679001003,14.05859375,5,4,5,4,5,5,0,0,0,1,2,0,1,1,1,0,2,1,0,0,1,3,0,1,0,0,12,0,0,2,0,0,11,3,0,1,6,2,9,5
"20912",20912,360810679001004,6.81640625,1,5,1,1,3,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,2,0,0,4,0,0,3,0,0,6,1,1,0,1,4,3,4
"20913",20913,360810679002000,516.9296875,80,299,135,106,156,252,0,0,1,32,19,10,41,25,18,27,20,39,3,30,47,90,10,43,25,34,420,38,2,40,0,14,370,144,49,106,128,151,229,285
"20914",20914,360810679002001,221.296875,38,124,60,51,68,103,0,0,2,8,6,7,20,9,7,14,4,11,2,17,20,46,10,13,14,12,151,40,6,16,0,9,151,71,31,43,43,67,95,127
"20915",20915,360810679002002,40.59765625,4,21,12,11,12,14,0,0,0,1,1,3,6,2,0,2,1,2,0,1,3,8,0,4,1,2,23,1,1,12,0,0,22,15,3,9,13,8,21,16
"20916",20916,360810679003000,37.48046875,5,21,9,6,13,16,0,0,0,1,1,2,2,1,2,4,2,2,1,1,3,7,1,3,1,1,19,0,0,14,0,2,26,9,3,3,7,17,11,24
"20917",20917,360810679003001,65.15234375,9,36,19,14,16,34,0,0,0,8,1,2,3,3,1,4,3,4,1,2,5,17,1,4,1,4,53,3,0,8,0,0,55,9,1,12,23,19,35,29
"20918",20918,360810679003002,54.77734375,13,27,15,15,16,24,0,0,0,2,5,1,9,2,1,1,0,6,0,2,1,10,2,4,5,4,34,9,0,12,0,0,37,18,11,7,9,15,23,32
"20919",20919,360810679003003,29.21875,5,18,7,9,9,12,0,0,0,1,0,3,1,1,1,2,2,2,0,2,4,3,2,4,2,0,15,6,0,9,0,0,29,1,4,2,12,7,16,14
"20920",20920,360810679003004,46.22265625,6,27,13,3,17,26,0,0,0,4,2,1,4,2,2,5,2,3,1,0,1,11,1,3,2,2,34,7,0,5,0,0,39,7,2,11,13,14,23,23
"20921",20921,360810679003005,41.46484375,8,26,8,7,16,19,0,0,0,0,1,2,5,0,2,2,2,4,1,2,5,6,3,5,0,2,31,5,0,5,0,1,36,6,5,5,7,17,18,24
"20922",20922,360810679003006,65.96484375,7,45,17,13,19,37,0,0,1,5,2,2,2,3,3,1,6,4,0,5,8,9,2,8,6,2,57,6,0,2,0,4,40,29,9,16,13,24,41,28
"20923",20923,360810679003007,29.83984375,2,26,6,6,10,18,0,0,0,2,0,0,2,3,2,5,1,1,1,1,2,9,2,1,0,2,28,3,0,3,0,0,30,4,1,5,12,14,14,20
"20924",20924,360810679003008,56.75390625,14,28,15,12,19,26,0,0,0,2,5,4,5,5,5,4,1,5,0,0,2,12,0,4,2,1,30,3,1,20,1,2,48,9,5,9,10,19,30,27
"20925",20925,360810679003009,277.06640625,68,150,59,65,90,122,0,0,3,26,19,7,48,12,8,6,12,20,3,12,19,52,5,16,3,6,266,7,0,4,0,0,193,84,36,45,63,65,151,126
"20926",20926,360810680001009,7.69140625,1,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,5,0,0,0,0,5,0,0,0,4,0,2,3
"20927",20927,360810680001010,24.5390625,2,17,5,2,7,15,0,0,0,1,3,1,1,1,1,2,0,4,1,3,0,4,0,1,1,0,2,22,0,0,0,0,23,1,5,4,8,5,11,13
"20928",20928,360810680001011,32.72265625,4,17,11,5,12,15,0,0,0,1,0,1,2,2,1,4,1,2,0,1,1,12,1,2,0,1,5,27,0,0,0,0,30,2,1,7,15,5,7,25
"20929",20929,360810680001012,21.3671875,3,13,8,1,11,12,0,0,0,1,0,3,2,3,0,1,0,2,0,3,0,7,0,0,1,1,4,18,0,0,0,2,21,3,1,9,4,7,10,14
"20930",20930,360810680001013,49.703125,14,27,11,15,21,16,0,0,0,0,0,1,5,4,2,1,1,2,0,5,2,24,2,2,0,1,8,41,0,1,2,0,49,3,4,9,12,13,24,28
"20931",20931,360810680001014,21.05859375,4,9,4,0,12,5,0,0,0,0,0,1,1,3,0,1,1,2,1,0,0,6,0,1,0,0,6,11,0,0,0,0,14,3,2,6,1,4,8,9
"20932",20932,360810680001015,10.8671875,4,5,4,6,6,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,6,1,2,0,0,7,6,0,0,0,0,7,6,1,2,0,6,4,9
"20933",20933,360810680001016,5.8125,2,5,2,4,2,3,0,0,0,2,0,0,1,1,0,0,0,0,1,0,1,1,0,2,0,0,1,6,0,1,0,1,9,0,1,0,4,2,5,4
"20934",20934,360810680001017,17.3984375,1,13,5,3,7,9,0,0,0,0,0,1,0,2,0,1,1,0,0,0,2,8,0,1,2,1,0,19,0,0,0,0,19,0,3,6,5,4,5,14
"20935",20935,360810680002000,28.08203125,7,14,5,11,9,6,0,0,0,1,0,0,3,3,2,0,1,1,0,2,1,8,1,3,0,0,11,14,0,0,0,1,24,2,3,4,7,5,14,12
"20936",20936,360810680002001,11.7890625,3,6,3,3,4,5,0,0,0,0,0,0,2,1,0,0,0,1,1,2,0,4,0,0,0,1,0,11,1,0,0,0,10,2,1,2,4,2,3,9
"20937",20937,360810680002002,32.1875,10,15,6,10,11,10,0,0,0,0,0,0,4,2,0,0,0,1,0,3,1,15,1,3,0,1,7,24,0,0,0,0,27,4,3,3,10,5,9,22
"20938",20938,360810680002003,31.72265625,8,13,10,11,10,10,0,0,0,0,1,3,4,0,1,1,0,1,0,0,1,15,0,3,0,1,2,27,0,0,0,2,27,4,2,5,10,6,18,13
"20939",20939,360810680002004,20.78515625,6,18,6,5,8,17,0,0,0,0,1,1,1,3,2,1,1,0,0,2,2,11,0,1,2,2,4,24,0,1,0,1,30,0,5,4,8,7,16,14
"20940",20940,360810680002005,26.60546875,10,18,3,6,12,13,0,0,1,0,0,1,4,4,2,1,2,0,0,3,1,5,0,3,2,2,9,21,0,1,0,0,30,1,1,7,8,5,17,14
"20941",20941,360810680002006,79.71875,14,40,24,10,28,40,0,0,0,1,2,3,7,6,5,1,3,4,1,3,8,12,2,6,6,8,49,29,0,0,0,0,74,4,6,10,21,27,37,41
"20942",20942,360810680002007,26.11328125,6,16,5,6,12,9,0,0,3,0,0,1,3,2,0,2,0,1,0,1,0,10,0,2,1,1,8,16,0,0,0,3,24,3,2,10,2,7,16,11
"20943",20943,360810680002008,7.65234375,3,4,1,3,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,1,2,4,0,2,0,0,8,0,1,1,1,2,3,5
"20944",20944,360810680002010,40.04296875,5,24,9,4,20,14,0,0,0,1,1,2,5,7,1,1,0,1,0,3,1,9,0,3,2,1,10,26,0,2,0,0,30,8,2,5,11,15,14,24
"20945",20945,360810680002011,29.0390625,5,13,13,4,17,10,0,0,0,0,0,3,3,3,1,0,0,0,0,1,2,10,0,3,3,2,4,26,1,0,0,0,29,2,2,7,9,8,11,20
"20946",20946,360810680003000,65.671875,15,35,15,8,35,22,0,0,1,2,2,1,6,5,5,3,0,2,0,7,4,22,2,2,0,1,14,46,1,4,0,0,61,4,7,19,12,12,29,36
"20947",20947,360810680003001,13.9140625,3,9,3,6,4,5,0,0,0,0,0,1,1,2,0,1,0,2,0,1,0,6,0,0,0,1,0,13,1,0,0,1,13,2,1,2,3,6,6,9
"20948",20948,360810680003002,11.1953125,3,3,4,4,5,1,0,0,1,0,1,0,1,0,0,0,1,1,0,2,0,3,0,0,0,0,2,7,1,0,0,0,8,2,1,3,3,0,6,4
"20949",20949,360810680003003,2.77734375,1,4,1,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,6,0,0,0,0,6,0,1,2,1,1,2,4
"20950",20950,360810680003004,47.1796875,9,30,11,11,19,20,0,0,0,5,3,1,5,6,3,2,0,1,0,4,2,9,0,6,0,3,12,26,0,12,0,0,49,1,3,13,15,10,29,21
"20951",20951,360810680003005,45.40234375,11,30,7,6,16,26,0,0,0,0,2,2,2,2,0,5,0,2,1,2,7,12,0,7,1,3,14,14,0,20,0,0,37,11,7,7,11,12,21,27
"20952",20952,360810680003006,61.234375,18,28,16,10,27,25,0,0,0,1,3,0,7,1,1,2,4,3,0,3,7,18,0,6,4,2,35,25,1,1,0,0,28,34,10,7,15,12,22,40
"20953",20953,360810680003007,23.4453125,6,14,3,6,10,7,0,0,0,0,1,1,2,1,1,1,0,0,0,1,1,8,0,4,1,1,3,17,1,2,0,0,20,3,5,3,4,5,11,12
"20954",20954,360810680003008,42.0390625,5,28,13,11,14,21,0,0,1,0,0,0,4,12,0,1,1,1,0,2,1,13,1,5,2,2,4,31,1,2,0,8,37,9,5,13,8,15,19,27
"20955",20955,360810680003009,20.69921875,3,16,5,5,6,13,0,0,1,0,0,0,3,1,0,1,1,1,0,0,2,11,0,1,0,2,5,17,0,2,0,0,15,9,6,2,10,3,7,17
"20956",20956,360810680003010,4.77734375,1,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,0,3,0
"20957",20957,360810680003011,20.3203125,2,10,5,1,10,6,0,0,0,0,0,1,3,3,0,0,0,0,0,2,2,5,0,1,0,0,0,17,0,0,0,0,17,0,3,3,8,1,6,11
"20958",20958,360810680003012,16.953125,3,13,3,3,6,10,0,0,0,2,1,0,2,2,0,2,1,0,0,1,0,5,0,1,0,2,8,11,0,0,0,0,13,6,2,8,4,2,10,9
"20959",20959,360810680003013,175.26171875,25,96,52,26,42,105,0,0,3,5,3,3,12,19,3,3,4,7,3,9,23,48,2,4,2,20,0,173,0,0,0,0,173,0,21,34,49,44,69,104
"20960",20960,360810680004003,257.79296875,43,138,84,36,68,161,0,0,0,7,5,5,17,40,1,5,8,7,4,11,44,60,2,13,8,28,2,254,2,6,1,0,260,5,27,59,75,61,117,148
"20961",20961,360810680004004,130.7109375,23,73,35,25,36,70,0,0,0,2,2,4,5,13,4,3,4,9,3,6,17,33,4,7,6,9,8,120,0,2,0,1,128,3,14,25,35,34,52,79
"20962",20962,360810680004005,-1.515625,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"20963",20963,360810680004007,15.0234375,3,7,1,3,6,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,5,1,1,0,0,0,11,0,0,0,0,11,0,1,2,3,2,4,7
"20964",20964,360810680004008,13.0859375,1,7,4,3,4,5,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,4,0,0,1,1,1,10,1,0,0,0,11,1,0,5,3,3,5,7
"20965",20965,360810680004009,6.10546875,1,3,3,2,1,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,1,6,0,0,0,0,7,0,1,1,2,2,5,2
"20966",20966,360810680004011,5.24609375,1,8,3,1,2,9,0,0,0,1,0,2,0,4,0,0,1,2,0,0,0,0,0,1,1,0,0,12,0,0,0,0,12,0,4,1,5,1,2,10
"20967",20967,360810680004012,20.0546875,3,13,4,4,10,6,0,0,0,0,0,1,2,4,2,0,1,1,0,0,0,9,0,0,0,0,5,12,0,3,0,0,19,1,5,2,5,5,14,6
"20968",20968,360810680004013,35.53515625,4,20,10,4,15,15,0,0,0,0,1,2,2,2,1,2,1,2,0,4,0,11,0,3,2,1,5,27,0,1,0,1,32,2,6,10,9,5,13,21
"20969",20969,360810680004015,20.52734375,6,11,4,6,5,10,0,0,0,1,0,0,2,1,0,2,1,1,1,2,0,6,0,3,0,1,4,16,0,1,0,0,19,2,2,2,7,4,11,10
"20970",20970,360810682001000,62.28515625,14,36,14,17,26,21,0,0,1,4,2,1,11,5,3,2,2,2,1,1,2,19,2,3,2,1,10,40,0,12,0,2,56,8,13,12,11,14,25,39
"20971",20971,360810682001001,34.671875,7,15,11,12,5,16,0,0,0,1,0,1,4,3,1,4,0,0,1,4,2,4,1,4,1,2,14,16,0,0,1,2,29,4,2,2,14,8,17,16
"20972",20972,360810682001002,52.12109375,11,29,13,16,18,19,0,0,0,1,2,2,10,2,2,3,1,2,1,2,4,12,0,3,1,5,13,38,1,0,0,1,41,12,8,11,12,11,25,28
"20973",20973,360810682001003,10.52734375,1,3,3,1,3,3,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,2,5,0,0,0,0,5,2,1,3,1,1,4,3
"20974",20974,360810682001004,34.3671875,5,20,9,6,11,17,0,0,2,0,0,1,1,3,2,2,2,2,0,3,0,10,1,1,2,2,0,26,1,6,0,1,32,2,9,6,8,6,16,18
"20975",20975,360810682001005,62.1953125,16,28,17,19,26,16,0,0,0,2,1,0,11,1,2,6,2,1,0,1,5,16,2,5,1,5,46,10,0,3,0,2,48,13,8,9,15,13,26,35
"20976",20976,360810682001006,6.2734375,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,3,0,1,1,1,0,0,3
"20977",20977,360810682001007,9.9296875,1,6,3,2,4,4,0,0,0,1,1,0,2,1,1,0,0,1,0,0,1,2,0,0,0,0,2,8,0,0,0,0,7,3,2,2,2,3,3,7
"20978",20978,360810682002000,17.00390625,2,10,5,5,5,7,0,0,0,1,1,0,2,1,0,1,0,1,0,3,0,4,1,1,1,0,3,14,0,0,0,0,12,5,4,3,6,2,5,12
"20979",20979,360810682002001,9.3125,2,4,2,1,3,4,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1,1,0,0,1,0,4,0,0,0,4,4,4,4,1,0,1,3,5
"20980",20980,360810682002002,15.02734375,2,11,6,3,5,11,0,0,0,0,0,2,3,3,0,2,0,1,0,0,1,3,0,1,2,1,7,9,0,1,0,2,15,4,5,4,4,4,7,12
"20981",20981,360810682002003,12.4453125,2,3,3,1,4,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,0,1,7,0,0,0,0,7,1,1,0,2,3,1,7
"20982",20982,360810682002004,28.72265625,3,18,11,8,14,10,0,0,1,2,0,0,4,2,1,1,0,1,0,1,1,11,2,3,2,0,16,11,0,5,0,0,31,1,4,8,7,10,18,14
"20983",20983,360810682002006,15.25,3,5,5,5,3,5,0,0,0,1,1,0,4,0,0,1,0,0,0,0,0,4,0,1,0,1,0,4,0,8,1,0,12,1,1,1,6,2,9,4
"20984",20984,360810682002007,179.2734375,38,101,44,37,57,89,0,0,1,6,6,0,26,15,2,4,5,10,6,14,22,45,2,6,2,11,12,165,2,4,0,0,165,18,33,34,47,31,86,97
"20985",20985,360810682002008,6.015625,1,2,1,0,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,4,0,0,2,0,1,3,1
"20986",20986,360810682002009,2.30859375,0,5,1,0,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,4,0,0,1,1,4,2,2,0,2,2,2,4
"20987",20987,360810682002010,3.81640625,1,3,1,2,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,5,0,0,3,0,1,2,3
"20988",20988,360810683001000,278.14453125,55,162,67,59,89,136,0,0,1,9,5,11,18,10,13,20,16,16,5,18,24,48,5,39,13,13,180,37,4,56,0,7,144,140,37,47,62,83,135,149
"20989",20989,360810683001001,263.19921875,37,163,59,45,88,126,0,0,2,3,5,20,25,7,9,19,12,24,4,18,24,39,5,26,13,4,155,34,3,62,2,3,147,112,43,35,65,79,124,135
"20990",20990,360810683001003,107.46484375,23,65,28,15,43,58,0,0,0,5,2,8,6,3,4,7,6,8,2,7,9,19,0,11,9,10,74,11,0,26,0,5,69,47,9,23,27,34,52,64
"20991",20991,360810683002000,143.66796875,27,82,37,33,45,68,0,0,2,0,3,11,13,4,7,15,6,15,2,6,13,14,3,15,10,7,49,6,1,90,0,0,121,25,17,22,25,55,83,63
"20992",20992,360810683002001,189.30078125,50,93,45,49,58,81,0,0,0,2,4,11,21,4,9,13,6,14,5,6,11,27,2,31,10,12,94,14,1,71,0,8,137,51,20,30,25,63,93,95
"20993",20993,360810683003000,207.71875,45,112,55,47,69,96,0,0,0,3,2,14,17,2,10,16,14,18,3,9,16,36,6,22,13,11,94,11,0,105,0,2,167,45,25,30,42,70,92,120
"20994",20994,360810683003004,380.05078125,82,230,67,108,138,133,0,0,2,16,14,14,43,22,8,21,16,19,5,24,16,71,9,46,17,16,194,34,4,136,0,11,264,115,57,57,68,115,189,190
"20995",20995,360810687001000,441.65234375,66,244,121,78,119,234,0,0,2,16,13,13,51,12,8,37,9,34,8,18,41,98,10,32,17,12,248,30,1,141,1,10,367,64,37,74,100,154,205,226
"20996",20996,360810687001001,321.1875,45,181,93,50,102,167,0,0,1,11,12,13,28,15,16,28,15,33,4,22,20,41,5,29,11,15,229,26,1,56,0,7,229,90,46,46,67,115,158,161
"20997",20997,360810687002000,101.47265625,17,59,25,21,21,59,0,0,0,1,1,5,9,5,2,14,4,6,2,4,7,17,2,17,4,1,47,3,0,51,0,0,71,30,20,15,17,32,45,56
"20998",20998,360810687002001,168.77734375,25,102,41,39,44,85,0,0,0,2,2,11,13,14,6,12,6,12,3,6,12,34,3,16,10,6,104,15,1,44,0,4,144,24,12,27,48,56,88,80
"20999",20999,360810687002002,57.3671875,7,34,16,10,17,30,0,0,0,1,0,5,4,4,1,3,3,4,0,5,4,9,3,5,3,3,29,4,0,24,0,0,47,10,5,8,12,25,29,28
