"","id","c000","ca01","ca02","ca03","ce01","ce02","ce03","cns01","cns02","cns03","cns04","cns05","cns06","cns07","cns08","cns09","cns10","cns11","cns12","cns13","cns14","cns15","cns16","cns17","cns18","cns19","cns20","cr01","cr02","cr03","cr04","cr05","cr07","ct01","ct02","cd01","cd02","cd03","cd04","cg01","cg02"
"124","360050024001008",144,50,62,32,40,42,62,0,0,1,6,2,6,34,1,4,5,5,9,0,5,10,25,4,14,9,4,77,26,2,31,2,6,109,35,22,15,17,40,78,66
"125","360050025001000",417,128,226,63,110,195,112,0,0,1,21,20,15,40,29,4,19,20,6,4,33,47,91,9,38,11,9,328,29,9,35,1,15,86,331,88,70,80,51,190,227
"126","360050025001001",35,5,26,4,10,18,7,0,0,0,0,1,2,4,2,2,1,1,1,0,1,2,9,3,4,2,0,24,10,0,0,0,1,16,19,9,6,8,7,19,16
"127","360050025002000",482,142,255,85,157,188,137,0,0,0,16,12,11,58,30,9,13,25,16,3,40,32,113,12,45,26,21,145,308,7,14,1,7,274,208,73,74,107,86,235,247
"128","360050025003000",306,94,163,49,108,130,68,0,0,0,13,10,14,32,10,13,11,16,15,2,25,11,63,9,33,17,12,235,53,5,8,2,3,164,142,45,53,67,47,138,168
"129","360050025004000",211,62,121,28,62,93,56,0,1,1,5,6,9,25,8,9,7,16,10,3,17,13,42,5,16,8,10,147,55,2,2,0,5,92,119,40,29,44,36,95,116
"130","360050025005000",62,13,31,18,15,32,15,0,0,0,2,1,7,9,5,1,2,3,2,1,6,1,7,2,8,1,4,47,12,2,0,0,1,19,43,13,8,16,12,30,32
"131","360050025005001",52,17,28,7,18,21,13,0,0,0,0,1,3,11,5,1,2,2,4,0,2,1,4,2,11,2,1,41,7,1,0,0,3,37,15,7,9,7,12,29,23
"132","360050025005002",109,30,59,20,37,54,18,0,0,0,1,9,5,12,3,4,2,4,5,0,8,3,29,1,15,5,3,61,37,0,10,0,1,66,43,15,19,22,23,55,54
"133","360050027011001",690,202,390,98,230,306,154,0,0,1,27,23,20,83,24,17,16,30,27,6,52,62,160,16,77,28,21,393,271,3,9,1,13,347,343,122,116,149,101,330,360
